id,s/c,question,e1_gold,e1_predict,e2_gold,e2_predict,type_sc,r1_gold,r1_predict,r2_gold,r2_predict,constraint
763,C,What are the things whose mascots are from the class Eutheria?,eutheria,eutheria,,,type_true,class,family,mascot,ingredient,no
764,C,Name the are where South side Elevated Railroad operate and has place of birth as Arthur A. Ross ?,south_side_elevated_railroad,south_side_elevated_railroad,arthur_a._ross,arthur_a._ross,type_true,operatedBy,operatedBy,placeOfBirth,birthPlace,no
765,C,Quebec born ice hockey players have stopped playing for which teams?,quebec,quebec,,,type_true,birthPlace,athletics,formerTeam,team,yes
766,C,How many politicians are there from the city of Ganges?,ganges,ganges,,,type_true,city,city,leaderName,firstAscentPerson,no
767,C,What genre's softwares are released with a GNU GPL license?,gnu_general_public_license,gnu_general_public_license,,,type_true,license,seeAlso,genre,gameEngine,no
768,S,Count the movies in Swedish language?,swedish_language,sweden,,,type_true,language,officialLanguage,,,no
769,S,How many politicians live in India?,india,india,,,type_true,residence,residence,,,no
770,C,Who is the producer of the device which is the operating system of Now TV  ?,now_tv_(uk),now_tv_(uk),,,type_true,operatingSystem,operatingSystem,manufacturer,manufacturer,no
771,C,What faiths are followed by the relatives of Meadow Soprano?,meadow_soprano,meadow_soprano,,,type_false,relative,relative,religion,religion,no
772,C,Where did the scientist study whose doctoral thesis was supervised by Leonard Lerman?,leonard_lerman,leonard_lerman,,,type_true,doctoralAdvisor,doctoralAdvisor,almaMater,doctoralAdvisor,yes
773,C,Which river flows through Hudson Highlands State park and also through Troy New york ?,hudson_highlands_state_park,hudson_highlands_state_park,troy_new_york,,type_true,river,river,river,river,no
774,S,What river is it whose source is Dowra?,dowra,dowra,,,type_true,sourceLocation,sourceMountain,,,no
775,C,Who was the voice actor of allen walker also gave voice to kimihiro watanuki?,allen_walker,allen_walker,kimihiro_watanuki,kimihiro_watanuki,type_true,voice,creator,voice,voice,no
776,S,What is the launch site of Aquarius (rocket) ?,aquarius_(rocket),aquarius_(rocket),,,type_true,launchSite,launchSite,,,no
777,C,What are some dishes from the family of dishes which primarily use flour?,flour,flour,,,type_true,mainIngredient,order,type,ingredient,yes
778,C, Giuseppe Bertello and Pietro Parolin are leaders of which place ?,giuseppe_bertello,giuseppe_bertello,pietro_parolin,pietro_parolin,type_true,leader,leader,leader,leader,yes
779,C,How did the child of Stevens T. Mason die?,stevens_thomson_mason_(virginia),stevens_thomson_mason_(virginia),,,type_false,child,child,deathCause,deathCause,no
780,S,What is the faith of Kwai Chang Caine ?,kwai_chang_caine,kwai_chang_caine,,,type_true,religion,religion,,,no
781,S,List the settlements area whose province is Metropolitan City of Venice ?,metropolitan_city_of_venice,metropolitan_city_of_venice,,,type_false,province,province,,,no
782,S,Is the Vadodara railway junction onwed by Indian Railway Ministry?,vadodara_junction_railway_station,vadodara_junction_railway_station,ministry_of_railways_(india),minister_of_railways_(india),type_true,owningOrganisation,servingRailwayLine,,,no
783,S,Who is the writer of mark twain Tonight ?,mark_twain_tonight,mark_twain_tonight,,,type_true,writer,author,,,no
784,S,Which nationalist group was responsible for foundation of Young Lords?,young_lords,,,,type_true,international,internationalAffiliation,,,no
785,C,How many people have fought wars where Arthur St. Clair was a commander?,arthur_st._clair,arthur_st._clair,,,type_true,commander,commander,combatant,commander,no
786,C,What are some parties which have people from Mangalore as a member?,mangalore,mangalore,,,type_false,placeOfBirth,restingPlace,party,party,no
787,S,What is the venue of San Diego Comic-Con International ?,san_diego_comic-con_international,san_diego_comic-con_international,,,type_true,venue,location,,,no
788,C,Who composed the episode after which came Butter's Very own Episode?,butters'_very_own_episode,,,,type_true,subsequentWork,subsequentWork,musicComposer,composer,yes
789,C,What are some wars fought when Chung Il Kwon as the country's prime minister?,chung_il-kwon,chung_il-kwon,,,type_true,primeminister,battle,commander,nonFictionSubject,yes
790,C,How many people have worked for teams chaired by Patricia Amorim?,patrcia_amorim,patrcia_amorim,,,type_true,chairman,chairman,name,manager,yes
791,C,Which broadcast area of CFRX is also the palce of birth of Anthony Raymond ?,cfrx,cfrx,anthony_raymond_ceresko,anthony_raymond_ceresko,type_true,broadcastArea,broadcastArea,placeOfBirth,birthPlace,no
792,C,For how many PMs did the politician work whose successor was Kingsley Wood?,kingsley_wood,kingsley_wood,,,type_true,successor,successor,primeminister,occupation,yes
793,S,Was Love Hurts in Short Cut Draw Blood?,love_hurts,,short_cut_draw_blood,short_cut_draw_blood,type_true,album,notableWork,,,no
794,C,Count the writers whose work has been played in NY?,new_york,new_york,,,type_true,place,prospectTeam,writer,writer,no
795,C,Give me the home town of all musical artists who uses Guitar as instrument ?,guitar,,,,type_true,instrument,computingPlatform,hometown,basedOn,yes
796,S,What are the airline hubs of Cascade Airways?,union_of_cambodian_democrats,cascade_airways,,,type_true,ideology,ideology,,,no
797,S,Was Marshall Arisman the cover artist in american psycho?,american_psycho,american_psycho,marshall_arisman,marshall_arisman,type_true,coverArtist,coverArtist,,,no
798,C,People in the royal Thai army follow which religion?,royal_thai_army,royal_thai_marine_corps,,,type_false,branch,militaryBranch,religion,religion,yes
799,C,What city is located on the mouth of Duwamish River?,duwamish_river,duwamish_river,,,type_true,riverMouth,riverMouth,cities,city,no
800,C,Which party won the elections when Y.S. Rajasekhara Reddy was in power?,y._s._rajasekhara_reddy,y._s._rajasekhara_reddy,,,type_true,leader,successor,affiliation,party,yes
801,S,Is Henry David Thoreau interested in Politics?,henry_david_thoreau,henry_david_thoreau,politics,politics,type_true,mainInterests,mainInterest,,,no
802,C,VP-8 and VP-10 shares which command structure ?,vp-8,vp-8,vp-10,,type_true,commandStructure,commandStructure,commandStructure,commandStructure,no
803,S,List the people residing in Wilton  Connecticut?,wilton_connecticut,wilton_connecticut,,,type_true,residence,residence,,,no
804,S,Does Fa'a' International Airport serve tahiti too?,fa'a'_international_airport,fa'a'_international_airport,tahiti,,type_true,cityServed,hubAirport,,,no
805,S,Does Dan River flow into the Jordan Valley?,jordan_river,jordan,dan_river_(middle_east),dan_river_(middle_east),type_true,leftTributary,mouthMountain,,,no
806,S,Music of how many things has been given by Akira Ifukube?,akira_ifukube,akira_ifukube,,,type_true,music,musicComposer,,,no
807,S,Is north caucasian emirate have an islamic government?,north_caucasian_emirate,north_caucasian_emirate,islam,islam,type_true,governmentType,governmentType,,,no
808,C,In how many states can one find Burr Tuss kind of bridges?,burr_truss,burr_truss,,,type_true,style,architecturalStyle,state,state,yes
809,C,What are the television shows whose company is owned by Viacom?,viacom_(original),viacom_(original),,,type_true,owningCompany,owningCompany,company,company,yes
810,S,What is the origin of Xynisteri?,xynisteri,xynisteri,,,type_true,origin,origin,,,no
811,C,In which city was the film star of Singhasan Battisi born ?,singhasan_battisi_(tv_series),singhasan_battisi_(tv_series),,,type_true,starring,starring,birthPlace,city,no
812,C,What are some other things developed by the company who made the remote desktop protocol?,remote_desktop_protocol,remote_desktop_protocol,,,type_true,products,product,product,product,yes
813,C,What is the band with previous members  Kevin Jonas and Joe Jonas?,kevin_jonas,kevin_jonas,joe_jonas,joe_jonas,type_true,pastMembers,starring,pastMembers,bandMember,yes
814,S,Name the nearest city to David W. Brown House ?,david_w._brown_house,david_w._brown_house,,,type_true,nearestCity,nearestCity,,,no
815,C,In which country does the publishing house exist which was cofounded by Panos Loannides?,panos_ioannides,panos_ioannides,,,type_true,founder,founder,country,country,yes
816,S,List all the awards won by the artist who has won SIGGRAPH ?,siggraph,siggraph,,,type_false,award,award,,,no
817,S,How many movies have been directed by Orson Welles ?,orson_welles,orson_welles,,,type_false,director,director,,,no
818,C,Name the common home port of the Trishna (yacht) and INS Viraat (R22)?,trishna_(yacht),trishna_(yacht),ins_viraat_(r22),ins_viraat_(r22),type_true,homeport,operator,homeport,builder,no
819,S,Who designed the language integrated query?,language_integrated_query,language_integrated_query,,,type_true,designer,designer,,,no
820,C,List the associates of bands which have a label by Motown ?,motown,motown,,,type_true,recordLabel,foundedBy,associatedActs,bandMember,yes
821,C,Which borough is common for Duddeston and Bordesley railway station ?,duddeston_railway_station,duddeston,bordesley_railway_station,bordesley_railway_station,type_true,borough,district,borough,operatedBy,no
822,C,Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ?,siege_of_fort_recovery,,north_bend_ohio,,type_true,battle,battle,restingplace,restingPlace,yes
823,C,In which fields have people born in Lausanne worked?,lausanne,lausanne,,,type_false,placeOfBirth,placeOfBurial,fields,field,no
824,C,For whom did Michael Springer palyed for which is also had a former student named Donald Brooks ?,michael_springer,michael_springer,donald_brooks,donald_brooks,type_true,team,team,education,education,no
825,C,How many artists have collaborated with famous guitar players?,guitar,,,,type_true,notableInstruments,family,associatedMusicalArtist,founder,yes
826,C,What have some US citizens died of?,united_states,,,,type_false,citizenship,deathCause,deathCause,deathCause,no
827,C,What are some famous veterinary physicians known for?,veterinary_physician,veterinary_medicine,,,type_false,field,knownFor,knownFor,knownFor,no
828,S,Is the Hyundai Lavita assembled in Kulim?,hyundai_lavita,hyundai_lavita,kulim,kulim,type_true,assembly,designCompany,,,no
829,C,Name the sea into which Danish Straits flows and has Kaliningrad as one of the city on the shore ?,kaliningrad,kaliningrad,danish_straits,danish_straits,type_true,cities,capital,outflow,outflow,yes
830,S,Was Kevin Rudd the PM of Julia Gillard?,julia_gillard,julia_gillard,kevin_rudd,kevin_rudd,type_true,primeMinister,primeMinister,,,no
831,C,Which employer of Michael M. Sears is also the producer of Delta III ?,michael_m._sears,michael_m._sears,delta_iii,delta_iii,type_true,employer,employer,manufacturer,manufacturer,no
832,C,Guggenheim family is the cofounder of a company that invested stocks in which baseball teams?,guggenheim_family,guggenheim_family,,,type_true,founder,foundedBy,owner,product,yes
833,S,Who operates Liverpool Playhouse ?,liverpool_playhouse,liverpool_playhouse,,,type_true,operatedBy,operatedBy,,,no
834,S,where did Deion Sanders debut?,deion_sanders,deion_sanders,,,type_true,debutteam,debutTeam,,,no
835,C,Name the tv show with judges Randy Jackson and Jennifer Lopez?,randy_jackson,randy_jackson,jennifer_lopez,jennifer_lopez,type_true,judges,formerTeam,judges,subsequentWork,yes
836,C,What is the total number of professions in which someone who has suicided worked?,suicide,,,,type_true,deathCause,occupation,occupation,occupation,no
837,C,What kind of games are made by Interplay Entertainment?,interplay_entertainment,interplay_entertainment,,,type_false,publisher,developer,genre,genre,yes
838,C,What acts and artists are associated with people who have worked with Divertis?,divertis,divertis,,,type_true,associatedActs,associatedBand,associatedMusicalArtist,occupation,no
839,S,List all the writers of the comics which has Robert Bernstein as one of the writer ?,robert_bernstein_(comics),robert_bernstein_(comics),,,type_false,writers,writer,,,yes
840,S,To which educational institute does Cornell University Press belong to?,cornell_university_press,cornell_university_press,,,type_true,parentCompany,parentCompany,,,no
841,C,What city was recorded in Live in detroit which is also the official residence of ken Holland ?,live_in_detroit_mi,detroit,ken_holland,ken_holland,type_true,recordedIn,recordedIn,residence,residence,no
842,S,Is Sloth in the Chordate phylum?,sloth,sloth,chordate,chordate,type_true,phylum,phylum,,,no
843,S,Does Chicago own the Monroe Station?,monroe_station_(cta_blue_line),monroe_station_(cta_blue_line),chicago,,type_true,owned,country,,,no
844,C,Name the children of the person who is the star of The Weathered Underground ?,the_weathered_underground,,,,type_true,starring,starring,children,child,yes
845,C,Who are the producers of the movies  which has music by Gary Chang ?,gary_chang,gary_chang,,,type_true,music,musicComposer,producer,producer,yes
846,C,Whose shrines are in a place governed by Justin Trudeau?,justin_trudeau,justin_trudeau,,,type_true,leaderName,leaderName,majorShrine,veneratedIn,no
847,C,What are some people born in NY known for?,new_york_city,new_york_city,,,type_false,birthPlace,deathCause,knownFor,knownFor,no
848,S,Name the awards won by Elie Wiesel ?,elie_wiesel,elie_wiesel,,,type_true,awards,award,,,no
849,C,Organization holding stocks of  Galician and German wikipedias?,galician_wikipedia,galician_wikipedia,german_wikipedia,,type_true,owner,language,owner,owner,no
850,S,Name the local authority of Trinity School Brentwood ?,trinity_school_brentwood,,,,type_true,localAuthority,localAuthority,,,no
851,S,Is Baker's Dozen Donuts in the coffee industry?,baker's_dozen_donuts,baker's_dozen_donuts,coffee,coffee,type_true,industry,industry,,,no
852,C,Where in the us military did pierre r graham and edwin f hunter work?,pierre_r._graham,,edwin_f._hunter,,type_true,branch,militaryBranch,branch,militaryRank,no
853,C,What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies?,sony_corporation_shareholders_and_subsidiaries,sony_corporation_shareholders_and_subsidiaries,,,type_true,subsidiary,subsidiary,manufacturer,product,no
854,C,Which fictional character portrayed in Terminator 2: Judgment Day is painted by Josh Friedman?,terminator_2:_judgment_day,terminator_2:_judgment_day,josh_friedman,josh_friedman,type_true,portrayer,portrayer,creator,creator,yes
855,C,What is the common ethnicity of the Maike Evers and Francisco Lachowski ?,maike_evers,maike_evers,francisco_lachowski,francisco_lachowski,type_true,ethnicity,ethnicity,ethnicity,ethnicity,no
856,C,What is the base currency of the country which operates the Marion Dufresne?,marion_dufresne_(1995),marion_dufresne_(1995),,,type_true,operator,operator,currency,currency,no
857,C,List all the movies whose directors were born in Kenosha Wisconsin?,kenosha_wisconsin,kenosha_wisconsin,,,type_true,birthPlace,birthPlace,director,picture,no
858,C,Give me all magazines whose founder died in Berkeley California?,berkeley_california,berkeley_california,,,type_true,deathPlace,deathPlace,founder,founder,yes
859,C,Cologny and Lancy are the neighboring municipalities of which place ?,cologny,cologny,lancy,lancy,type_true,neighboringMunicipalities,neighboringMunicipality,neighboringMunicipalities,neighboringMunicipality,yes
860,C,What are some musical artists associated with the ones signed up with EMI?,emi,emi,,,type_true,recordLabel,mountainRange,associatedMusicalArtist,associatedMusicalArtist,yes
861,C,Ricky Gervais is the executive producer of the series having how many fictional characters?,ricky_gervais,ricky_gervais,,,type_true,executiveProducer,executiveProducer,series,genre,yes
862,C,Name the river with Reading Brekshire in its path and mouth place is Sothend-on-sea ?,reading_berkshire,,southend-on-sea,southend-on-sea,type_true,city,mouthMountain,mouthPlace,mouthPlace,yes
863,C,What award has been awarded to both Dion Beebe and Charles LeMaire?,dion_beebe,dion_beebe,charles_lemaire,charles_lemaire,type_true,award,award,awards,award,no
864,C,What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?,sanggar_agung,sanggar_agung,,,type_true,architecturalStyle,architecturalStyle,religion,religion,no
865,C,Where is the school which is the rival of Somerset Berkley Regional High?,somerset_berkley_regional_high_school,somerset_berkley_regional_high_school,,,type_true,rival,rival,region,region,yes
866,C,Name the company whose key person is Raymond Conner and produces Boeing CH-47 Chinook?,raymond_conner,raymond_conner,boeing_ch-47_chinook,boeing_ch-47_chinook,type_true,keyPeople,keyPerson,products,product,yes
867,C,In which countries is coconut used as a food ingredient?,coconut,coconut,,,type_true,ingredient,ingredient,country,country,yes
868,C,Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family?,balanidae,balanidae,,,type_true,family,family,binomialAuthority,family,yes
869,S,What is the river whose source is Lake Ontario?,lake_ontario,lake_ontario,,,type_true,source,mouthMountain,,,no
870,S,Which rivers have source origins as north western  Zambia ?,north-western_province_zambia,north-western_province_zambia,,,type_false,sourceRegion,sourceRegion,,,no
871,C,Who is  related to Kelly Osbourne & Ozzy Osbourne?,kelly_osbourne,,ozzy_osbourne,,type_true,relatives,associatedMusicalArtist,relatives,relative,no
872,S,Where was  William Anthony  trained ?,william_anthony_(artist),william_anthony_(artist),,,type_true,training,training,,,no
873,C,How many artists have their works in the Sao Paolo Museum of Art?,s茫o_paulo_museum_of_art,,,,type_true,museum,museum,artist,foundationPlace,yes
874,S,Count the battles fought by Raoul Magrin Vernerey?,raoul_magrin-vernerey,raoul_magrin_vernerey,,,type_false,battles,battle,,,no
875,C,What is the military branch of the William French Smith which is also the branch of Pierre R. Graham ?,william_french_smith,william_french_smith,pierre_r._graham,pierre_r._graham,type_true,militaryBranch,militaryBranch,branch,militaryBranch,no
876,C,Where were sverre krogh sundbo and havard vad petersson born?,sverre_krogh_sundbo,sverre_krogh_sundbo,havard_vad_petersson,havard_vad_petersson,type_true,birthPlace,birthPlace,placeOfBirth,birthPlace,no
877,C,What are the musicals whose musicians worked under Sony Music Entertainment?,sony_music_entertainment,sony_music_entertainment,,,type_true,label,owningCompany,music,basedOn,yes
878,C,List the award which have been won by both Charles LeMaire and Nick Park ?,charles_lemaire,charles_lemaire,nick_park,nick_park,type_true,award,award,award,award,no
879,S,Which scientist was advised by John Robert Woodyard?,john_robert_woodyard,john_robert_woodyard,,,type_true,doctoralAdvisor,doctoralAdvisor,,,no
880,C,In how many places are Marjas found?,marja',marja',,,type_false,title,occupation,location,location,yes
881,C,Who is  venerated in  Judaism and Islam?,judaism,judaism,islam,islam,type_true,veneratedIn,veneratedIn,veneratedIn,veneratedIn,no
882,C,Which child of Jack Ferguson became a Prime Minister?,jack_ferguson,jack_ferguson,,,type_false,child,child,primeminister,child,no
883,S,Name the team manger of Middlebrough F.C season 2006-07 ?,2006?7_middlesbrough_f.c._season,,,,type_false,manager,team,,,no
884,C,In which fields are the graduates of Worcester College Oxford working?,worcester_college_oxford,worcester_college_oxford,,,type_true,almaMater,education,field,field,no
885,S,Where can one find the Dzogchen Ponolop Rinpoche?,dzogchen_ponlop_rinpoche,dzogchen_ponlop_rinpoche,,,type_true,location,location,,,no
886,C,Where do beauty queens with brown hair reside?,brown_hair,brown_hair,,,type_true,hairColor,family,residence,associatedMusicalArtist,no
887,C,What is the party of the politicians whose children is Sanjay Gandhi ?,sanjay_gandhi,sanjay_gandhi,,,type_true,children,relation,party,otherParty,yes
888,C,Who is the owner of the FC which owns the Cobham Training Centre?,cobham_training_centre,cobham_training_centre,,,type_true,owner,owner,owner,owner,yes
889,S,Which country's leader  is Giuseppe Bertello?,giuseppe_bertello,giuseppe_bertello,,,type_true,leader,leader,,,no
890,C,What is the total number of software whose programming language is C++ and operating system is Microsoft Windows?,c++,c++,microsoft_windows,microsoft_windows,type_true,programmingLanguage,programmingLanguage,operatingSystem,operatingSystem,no
891,C,who are starring in the movies written by Mark Sandrich ?,mark_sandrich,mark_sandrich,,,type_true,writer,director,starring,starring,yes
892,C,In which city is the sister station of KTXY located ?,ktxy,ktxy,,,type_true,sisterStation,sisterStation,city,city,no
893,S,Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles?,tennis_at_the_2012_summer_olympics_鈥揰women's_singles,,maria_sharapova,maria_sharapova,type_true,silverMedalist,silverMedalist,,,no
894,C,Where do the rivers starting from Zambia end?,zambia,zambia,,,type_false,sourceCountry,mouthCountry,riverMouth,riverMouth,yes
895,S,What is Naval Support Activity Naples a part of?,naval_support_activity_naples,naval_support_activity_naples,,,type_true,type,garrison,,,no
896,S,List the services provided by the company which provides Microsoft azure as one of the service ?,microsoft_azure,microsoft_azure,,,type_false,services,operatingSystem,,,yes
897,C,Who was member of boards at Royal Society and Trinity House?,royal_society,,trinity_house,,type_true,board,board,board,board,no
898,C,Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ?,ins_viraat_(r22),ins_viraat_(r22),daund_junction_railway_station,daund_junction_railway_station,type_true,homeport,homeport,servingRailwayLine,servingRailwayLine,no
899,C,How many religions are followed by organizations which are internationally known as the muslim brotherhood?,muslim_brotherhood,muslim_brotherhood,,,type_true,international,otherParty,religion,religion,no
900,C,Which series was written by Eric Jendresen and John Orloff?,erik_jendresen,eric_jendresen,john_orloff,john_orloff,type_true,writer,notableWork,writer,writer,yes
901,C,Count the number of musical work which were sold by Sony Music?,sony_music_entertainment,sony_music_entertainment,,,type_true,label,owningCompany,music,musicalArtist,yes
902,C,How many awards have been given to the founder of Grameen Bank?,grameen_bank,grameen_bank,,,type_true,founder,foundedBy,award,award,no
903,S,Name the city of Phil Ellena ?,phil-ellena,phil-ellena,,,type_true,city,city,,,no
904,S,To which nation did David Animle Hanses owe his allegiance?,david_animle_hansen,david_animle_hansen,,,type_false,allegiance,militaryBranch,,,no
905,S,Count the tenants of MasterCard Centre?,mastercard_centre,mastercard_centre,,,type_true,tenants,tenant,,,no
906,C,Which company has developed games whose music is done by Gerard Marino?,gerard_marino,gerard_marino,,,type_true,composer,musicComposer,developer,developer,yes
907,C,Which sea is surrounded by Rostock and Kaliningrad?,rostock,f.c._hansa_rostock,kaliningrad,kaliningrad,type_true,cities,placeOfBurial,cities,country,yes
908,C,List sports managers who managed Middlesbrough F.C. and England national under-21 football team?,middlesbrough_f.c.,middlesbrough_f.c.,england_national_under-21_football_team,england_national_under-21_football_team,type_true,managerClub,operator,managerclubs,managerClub,yes
909,C,Whose commanders are John Mc Ewen and Park Chunghee?,john_mc_ewen,john_mc_ewen,park_chung-hee,park_chung-hee,type_true,commander,commander,commander,commander,no
910,C,Who owns the airport in Paphos?,paphos_district,paphos_district,,,type_false,city,city,owner,managerClub,yes
911,S,List the guests of On Broadway ?,on_broadway_(smash),broadway_theatre,,,type_true,guests,guest,,,no
912,S,Is Christchurch the largest city of South Island?,south_island,south_island,christchurch,christchurch,type_true,largestCity,largestCity,,,no
913,C,Name books with publisher as Francisco de Robles and writer as Miguel de Cervantes ?,francisco_de_robles,francisco_de_robles,miguel_de_cervantes,miguel_de_cervantes,type_true,publisher,publisher,author,author,yes
914,S,Which universities are also known as the Tulane Green wave?,tulane_green_wave,tulane_green_wave,,,type_true,nickname,school,,,no
915,C,Who wrote the musical whose composer is Emil Dean Zoghby?,emil_dean_zoghby,emil_dean_zoghby,,,type_true,musicBy,musicBy,author,author,yes
916,C,Where did the conflict take place where Louis Briere de I'Isle was a commander?,louis_bri猫re_de_l'isle,,,,type_true,commander,commander,territory,territory,yes
917,S,what has been developed by John Fanning?,john_fanning_(businessman),john_fanning_(businessman),,,type_true,developer,developer,,,no
918,C,What are the houses of the legislature where the leader is called Pullaiahgaripalli ?,pullaiahgaripalli,pullaiahgaripalli,,,type_true,leaderTitle,leaderName,houses,majorShrine,yes
919,C,In which city can I find both the office of Elasticsearch and the Yellow Claw DJ?,yellow_claw_(djs),yellow_claw_(djs),elasticsearch,elasticsearch,type_true,location,associatedMusicalArtist,location,programmingLanguage,no
920,S,is blue lagoon island a part of the bahamas achipelago?,blue_lagoon_island,blue_lagoon_island,the_bahamas,,type_true,archipelago,archipelago,,,no
921,S,Who are currently playing for Barcelona FC?,fc_barcelona,fc_barcelona,,,type_true,currentclub,owningCompany,,,no
922,C,Who are the players whose current clubs have Ferran Soriano as chairman?,ferran_soriano,,,,type_true,chairman,chairman,currentclub,managerClub,yes
923,S,What type of engines are utilised by Purvis Eureka?,purvis_eureka,purvis_eureka,,,type_false,engine,layout,,,no
924,S,Is Egyptian Arabic belong to the Central Semitic Languages family?,egyptian_arabic,egyptian_arabic,central_semitic_languages,central_semitic_languages,type_true,languageFamily,spokenIn,,,no
925,C,Name the route end of the North-South Transport Corridor and Mumbai Vadodara Expressway?,north-south_transport_corridor,north-south_transport_corridor,mumbai_vadodara_expressway,mumbai_vadodara_expressway,type_true,routeEnd,routeJunction,routeEnd,routeStart,no
926,C,Name the television show whose subsequent work is Crusade and Composer is Stewart Copeland?,crusade_(tv_series),crusade_(tv_series),stewart_copeland,stewart_copeland,type_true,subsequentWork,subsequentWork,composer,composer,yes
927,S,Who did Daniel Gibson marry?,daniel_gibson,daniel_gibson,,,type_true,spouse,citizenship,,,no
928,S,How many movies are distributed by Cinema International Corporation?,cinema_international_corporation,cinema_international_corporation,,,type_false,distributor,distributor,,,no
929,S,How many apes are there?,ape,,,,type_true,family,origin,,,no
930,S,How many cities are close to Lake Victoria?,lake_victoria,lake_victoria,,,type_true,nearestCity,nearestCity,,,no
931,C,Where did the war take place where one of the commander was Zuo Zongtang?,zuo_zongtang,zuo_zongtang,,,type_true,commander,commander,territory,territory,yes
932,S,What is the name of the homeground of football team Panionios G.S.S.?,2013C14_panionios_g.s.s._season,2013C14_panionios_g.s.s._season,,,type_false,ground,homeStadium,,,no
933,C,Give me the total number of television shows whose theme music composer is Julian Gingell and created by  Simon Fuller?,julian_gingell,julian_gingell,simon_fuller,simon_fuller,type_true,themeMusicComposer,composer,creator,associatedMusicalArtist,no
934,S,Is Latin the official language of Sovereign Military Order of Malta?,sovereign_military_order_of_malta,malta,latin,latin_pop,type_true,officialLanguage,officialLanguage,,,no
935,S,List the  outflow of Lake Uniamsi?,lake_uniamsi,lake_uniamsi,,,type_true,outflow,outflow,,,no
936,C,Which shows are from a company whose subsidiary is Viacom Productions?,viacom_productions,viacom_productions,,,type_true,subsidiary,company,company,company,yes
937,S,Who edited  British Gazette ?,british_gazette,british_gazette,,,type_true,editor,editor,,,no
938,C,Count the total number  of hometown of the gymnasts whose one of the hometown in Russia ?,russia,russia,,,type_true,hometown,mountainRange,hometown,hometown,no
939,C,Who all have succeeded the kings buried in Rome?,rome,rome,,,type_true,placeOfBurial,successor,successor,appointer,yes
940,C,How many other battles have the military person fought whose one of the battles is World War II ?,world_war_ii,world_war_ii,,,type_true,battles,battle,battles,battle,no
941,S,Name the nationalteam of Trn Vit Hng ?,trn_vit_hng,trn_vit_hng,,,type_true,nationalteam,club,,,no
942,C,Through which states do the rivers flow which join in the republican river from the left?,republican_river,republican_river,,,type_true,leftTributary,rightTributary,state,state,no
943,C,Under which common jurisdiction do Trinity School Brentwood and Buckhurst Hill County High School fall?,trinity_school_brentwood,,buckhurst_hill_county_high_school,buckhurst_hill_county_high_school,type_true,localAuthority,gender,localAuthority,localAuthority,no
944,S,How many television shows have  Fox Broadcasting Company as their channel?,fox_broadcasting_company,fox_broadcasting_company,,,type_false,channel,channel,,,no
945,S,How many things are written in C++?,c++,c++,,,type_true,programmingLanguage,author,,,no
946,C,List the mammals whose taxonomy is Diprotodontia and phylum is Chordate?,diprotodontia,diprotodontia,chordate,chordate,type_true,order,order,phylum,phylum,yes
947,C,Which collaborator of Nice and Smooth wrote Same Song ?,nice_&_smooth,,same_song_(digital_underground_song),,type_true,associatedBand,writer,writer,writer,no
948,S,Who is the child of John Tyler Sr .?,john_tyler_sr.,john_tyler_sr.,,,type_true,child,child,,,no
949,S,What is the country with native language as Languages of Ethiopia?,languages_of_ethiopia,languages_of_ethiopia,,,type_false,language,language,,,no
950,C,The successor of Ulrich II Count of East Frisia was born in what place?,ulrich_ii_count_of_east_frisia,,,,type_true,successor,successor,placeOfBirth,birthPlace,no
951,S,Which artists trained in San Francisco Art Institute?,san_francisco_art_institute,san_francisco_art_institute,,,type_true,training,training,,,no
952,C,What is the launch site of the Juno I which was also the ground of 2016 Fort Lauderdale Strikers season ?,juno_i,juno_i,2016_fort_lauderdale_strikers_season,2016_fort_lauderdale_strikers_season,type_true,launchSite,launchSite,ground,ground,no
953,C,From which countries are the people from who are an academic authority of the Western pygmy blue species?,western_pygmy_blue,western_pygmy_blue,,,type_true,binomialAuthority,order,citizenship,citizenship,yes
954,S,Is Henry Knox a commander of Continental Artillery Regiment?,continental_artillery_regiment,continental_artillery_regiment,henry_knox,henry_knox,type_true,notableCommander,notableCommander,,,no
955,C,Brian Moriarty designed video games written by whom?,brian_moriarty,brian_moriarty,,,type_true,designer,writer,writer,composer,yes
956,C,What is the religion of the president who won the Mongolian legislative election 2004 ?,mongolian_legislative_election_2004,,,,type_true,leader,firstLeader,religion,religion,no
957,S,Was John muir one of the first to ascend a mountain on Mt hoffmann?,mount_hoffmann,mount_hoffmann,john_muir,john_muir,type_true,firstAscentPerson,firstAscentPerson,,,no
958,S,Does AMC Gremlin have the Volkswagen engine?,amc_gremlin,amc_gremlin,volkswagen,volkswagen,type_true,engine,engine,,,no
959,S,Which footballers did their high school in west Sacramento california? ,west_sacramento_california,,,,type_true,highSchool,city,,,no
960,C,What is the state of origin of the president whose alma mater is Hellenic Naval Academy ?,hellenic_naval_academy,hellenic_naval_academy,,,type_true,almaMater,almaMater,stateOfOrigin,stateOfOrigin,yes
